,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,49953,50232,0.11469534050179211,2,50092
1,158392,158534,0.176056338028169,1,158463
2,253419,253581,0.17901234567901234,2,253500
3,367886,368012,0.1746031746031746,2,367949
4,374073,374614,0.06469500924214418,5,374343
5,374322,374614,0.08904109589041095,1,374468
6,409399,409616,0.12442396313364056,2,409507
7,465151,465282,0.20610687022900764,1,465216
8,467580,467807,0.18502202643171806,3,467693
9,483188,483378,0.13157894736842105,1,483283
10,483538,483721,0.14207650273224043,2,483629
11,506145,506402,0.17898832684824903,3,506273
12,562186,562300,0.22807017543859648,1,562243
13,580290,580811,0.04798464491362764,1,580550
14,581359,581730,0.2398921832884097,2,581544
15,581375,581683,0.288961038961039,2,581529
16,581375,581689,0.28343949044585987,2,581532
17,581393,581673,0.31785714285714284,2,581533
18,581407,581669,0.33969465648854963,1,581538
19,581479,581640,0.45962732919254656,1,581559
20,581479,581654,0.4228571428571429,1,581566
21,614284,614521,0.07172995780590717,1,614402
22,622744,622921,0.15254237288135594,2,622832
23,643149,643361,0.12264150943396226,1,643255
24,681345,681512,0.1497005988023952,2,681428
25,723746,723886,0.17857142857142858,1,723816
26,780072,780410,0.08579881656804733,4,780241
27,781673,781811,0.1956521739130435,4,781742
28,783204,783466,0.11450381679389313,3,783335
29,796993,797264,0.0996309963099631,2,797128
30,797911,798031,0.21666666666666667,1,797971
31,818932,819104,0.14534883720930233,1,819018
32,857455,857640,0.16756756756756758,6,857547
33,862302,862441,0.14388489208633093,2,862371
34,907127,907393,0.15037593984962405,4,907260
35,907140,907393,0.1067193675889328,3,907266
36,929178,929337,0.16352201257861634,1,929257
37,962089,962284,0.1794871794871795,1,962186
38,1008118,1008289,0.15789473684210525,1,1008203
39,1027725,1027876,0.1986754966887417,2,1027800
40,1039596,1039743,0.14285714285714285,1,1039669
41,1042671,1042827,0.17307692307692307,1,1042749
42,1056890,1057014,0.22580645161290322,1,1056952
43,1073889,1074071,0.18681318681318682,4,1073980
44,1108894,1109187,0.1296928327645051,2,1109040
45,1113101,1113356,0.1450980392156863,2,1113228
46,1113169,1113356,0.19786096256684493,1,1113262
47,1131129,1131426,0.10437710437710437,6,1131277
48,1134202,1134385,0.15300546448087432,1,1134293
49,1153498,1153661,0.24539877300613497,3,1153579
50,1209872,1210035,0.17791411042944785,3,1209953
51,1237978,1238097,0.226890756302521,2,1238037
52,1361685,1361936,0.0796812749003984,1,1361810
53,1366714,1366886,0.14534883720930233,1,1366800
54,1370834,1371010,0.2159090909090909,3,1370922
55,1425611,1425728,0.26495726495726496,2,1425669
56,1426232,1426530,0.11409395973154363,4,1426381
57,1444355,1444512,0.16560509554140126,1,1444433
58,1445124,1445321,0.12690355329949238,2,1445222
59,1451387,1451581,0.12886597938144329,1,1451484
60,1460756,1460873,0.21367521367521367,1,1460814
61,1489169,1489319,0.14,2,1489244
62,1496897,1497109,0.14150943396226415,10,1497003
63,1498991,1499242,0.099601593625498,1,1499116
