,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,449,610,0.16770186335403728,2,529
1,3644,3874,0.16521739130434782,2,3759
2,9972,10336,0.08241758241758242,2,10154
3,10356,10482,0.23015873015873015,1,10419
4,11825,12188,0.05785123966942149,1,12006
5,17800,18098,0.13087248322147652,5,17949
6,21392,22225,0.04441776710684274,11,21808
7,21738,22244,0.07312252964426877,9,21991
8,21748,22244,0.07459677419354839,9,21996
9,21864,22054,0.1631578947368421,2,21959
10,24418,24889,0.07218683651804671,4,24653
11,24590,24914,0.08333333333333333,3,24752
12,30757,31003,0.15853658536585366,1,30880
13,30814,30945,0.1984732824427481,1,30879
14,30814,30949,0.2222222222222222,1,30881
15,40670,40951,0.10320284697508897,1,40810
16,40985,41233,0.10483870967741936,3,41109
17,42924,43374,0.07111111111111111,6,43149
18,53136,53551,0.07710843373493977,4,53343
19,55457,55684,0.19383259911894274,6,55570
20,55479,55668,0.1693121693121693,5,55573
21,67437,67602,0.21212121212121213,1,67519
22,70772,71015,0.10699588477366255,1,70893
23,71234,71440,0.16019417475728157,2,71337
24,71246,71403,0.16560509554140126,1,71324
25,71702,71854,0.17105263157894737,4,71778
26,77817,78027,0.12380952380952381,2,77922
27,86606,86938,0.1144578313253012,2,86772
28,86658,86942,0.09507042253521127,1,86800
29,90010,91020,0.039603960396039604,9,90515
30,90423,91196,0.0517464424320828,8,90809
31,90453,90744,0.09621993127147767,2,90598
32,93268,93600,0.0783132530120482,2,93434
33,94087,94215,0.3515625,1,94151
34,101489,101620,0.22900763358778625,2,101554
35,102124,102311,0.13368983957219252,1,102217
36,103343,104358,0.0374384236453202,11,103850
37,103691,104708,0.03736479842674533,16,104199
38,104376,104962,0.05631399317406143,6,104669
39,104581,104962,0.07349081364829396,4,104771
40,104675,104962,0.09059233449477352,4,104818
41,106033,106277,0.16393442622950818,1,106155
42,115275,115891,0.05194805194805195,2,115583
43,115474,115716,0.1322314049586777,1,115595
44,117715,118003,0.04861111111111111,1,117859
45,131786,132809,0.047898338220918865,19,132297
46,131941,132952,0.040553907022749754,16,132446
47,131984,133004,0.04019607843137255,15,132494
48,132472,133483,0.04154302670623145,9,132977
49,132595,133173,0.05363321799307959,6,132884
50,132599,133173,0.050522648083623695,6,132886
51,138496,138615,0.23529411764705882,1,138555
52,147521,147685,0.14634146341463414,1,147603
53,149505,150516,0.06330365974282888,22,150010
54,149505,150522,0.06293018682399214,22,150013
55,149892,150903,0.05440158259149357,24,150397
56,149892,150909,0.05408062930186824,24,150400
57,149919,150930,0.03956478733926805,23,150424
58,149964,150986,0.03424657534246575,22,150475
59,150158,151181,0.03128054740957967,10,150669
60,150467,151389,0.04229934924078091,5,150928
61,150837,150976,0.2158273381294964,2,150906
62,161074,161232,0.17088607594936708,1,161153
63,169640,169915,0.10545454545454545,5,169777
64,176905,177261,0.09550561797752809,4,177083
65,177068,177272,0.12254901960784313,3,177170
66,179054,179234,0.15,3,179144
67,179560,179845,0.07368421052631578,1,179702
68,187766,188046,0.09642857142857143,2,187906
69,201803,202434,0.04754358161648178,4,202118
70,223681,223892,0.17061611374407584,2,223786
71,228554,228721,0.17964071856287425,2,228637
72,234286,234417,0.19083969465648856,1,234351
73,240960,241137,0.1638418079096045,2,241048
74,244067,244194,0.2677165354330709,4,244130
75,244632,245165,0.09943714821763602,2,244898
76,244718,245147,0.10256410256410256,2,244932
77,244718,245161,0.09932279909706546,2,244939
78,251132,251635,0.073558648111332,2,251383
79,261243,261391,0.23648648648648649,1,261317
80,261243,261397,0.22727272727272727,1,261320
81,261718,262179,0.05856832971800434,1,261948
82,267943,268115,0.1569767441860465,1,268029
83,270273,270417,0.19444444444444445,1,270345
84,270766,271115,0.07163323782234957,2,270940
85,271585,271774,0.15343915343915343,2,271679
86,272320,272510,0.13157894736842105,1,272415
87,284652,285076,0.07075471698113207,3,284864
88,288324,288440,0.23275862068965517,3,288382
89,308365,308683,0.1792452830188679,5,308524
90,308365,308703,0.16863905325443787,5,308534
91,308378,308640,0.16793893129770993,5,308509
92,308390,308616,0.12831858407079647,4,308503
93,309021,309279,0.11627906976744186,1,309150
94,314483,314733,0.112,2,314608
95,317621,317954,0.09009009009009009,3,317787
96,320036,320199,0.15337423312883436,2,320117
97,320906,321166,0.13846153846153847,3,321036
98,321869,322024,0.16774193548387098,2,321946
99,323989,324382,0.06870229007633588,1,324185
100,328759,328973,0.1588785046728972,2,328866
101,328786,328973,0.12834224598930483,1,328879
102,333276,334120,0.04028436018957346,4,333698
103,333380,334052,0.050595238095238096,3,333716
104,333519,334531,0.03359683794466403,13,334025
105,333519,334535,0.03346456692913386,13,334027
106,333618,334628,0.039603960396039604,16,334123
107,333618,334636,0.03929273084479371,16,334127
108,333661,334684,0.039100684261974585,21,334172
109,333669,334684,0.03940886699507389,21,334176
110,334014,335039,0.03902439024390244,22,334526
111,334299,335311,0.039525691699604744,22,334805
112,334366,335386,0.0392156862745098,25,334876
113,334374,335386,0.039525691699604744,25,334880
114,334470,335482,0.040513833992094864,25,334976
115,334542,335563,0.040156709108716944,27,335052
116,334920,335935,0.04039408866995074,22,335427
117,336310,337165,0.047953216374269005,10,336737
118,336375,337165,0.05189873417721519,10,336770
119,336379,337400,0.040156709108716944,12,336889
120,336505,336886,0.09186351706036745,2,336695
121,336543,337565,0.040117416829745595,12,337054
122,336555,337565,0.040594059405940595,12,337060
123,336950,337970,0.03823529411764706,14,337460
124,337482,338494,0.038537549407114624,18,337988
125,337540,338557,0.03048180924287119,19,338048
126,337608,337757,0.18120805369127516,2,337682
127,337683,338698,0.030541871921182268,18,338190
128,339417,339700,0.08833922261484099,1,339558
129,350777,351789,0.039525691699604744,7,351283
130,350917,351766,0.04711425206124853,7,351341
131,351042,351674,0.06329113924050633,5,351358
132,351264,351529,0.1509433962264151,3,351396
133,351312,351522,0.19047619047619047,2,351417
134,360585,360723,0.18840579710144928,1,360654
135,361696,362713,0.04228121927236971,15,362204
136,361789,362801,0.042490118577075096,16,362295
137,361789,362809,0.04215686274509804,16,362299
138,361834,362846,0.04940711462450593,18,362340
139,362013,363026,0.049358341559723594,19,362519
140,362017,363026,0.049554013875123884,19,362521
141,362557,363569,0.04940711462450593,13,363063
142,362557,363575,0.04911591355599214,13,363066
143,362784,363402,0.06472491909385113,10,363093
144,362833,363342,0.06679764243614932,9,363087
145,375092,375660,0.04401408450704225,2,375376
146,375848,376024,0.14204545454545456,1,375936
147,381799,382354,0.06306306306306306,6,382076
148,381903,382442,0.06493506493506493,6,382172
149,382535,382762,0.15418502202643172,1,382648
150,386291,386482,0.13089005235602094,1,386386
151,390481,390709,0.13157894736842105,2,390595
152,396853,397029,0.19886363636363635,1,396941
153,397597,397877,0.09285714285714286,2,397737
154,400123,401144,0.039177277179236046,5,400633
155,400904,401131,0.14537444933920704,2,401017
156,401238,401690,0.05530973451327434,2,401464
157,401351,401635,0.0880281690140845,1,401493
158,403423,403708,0.09824561403508772,3,403565
159,408366,408538,0.31976744186046513,3,408452
160,408391,408510,0.4117647058823529,2,408450
161,408948,409215,0.12734082397003746,10,409081
162,409681,410698,0.048180924287118974,13,410189
163,409823,410841,0.0481335952848723,12,410332
164,409864,410785,0.048859934853420196,9,410324
165,410378,410518,0.22857142857142856,6,410448
166,422166,422330,0.1524390243902439,1,422248
167,446153,446301,0.1891891891891892,1,446227
168,449073,449447,0.06684491978609626,1,449260
169,455325,455847,0.05747126436781609,4,455586
170,455332,455847,0.05825242718446602,4,455589
171,455641,455953,0.09615384615384616,2,455797
172,466812,467163,0.08262108262108261,2,466987
173,469973,470196,0.13452914798206278,5,470084
174,472715,473621,0.029801324503311258,2,473168
175,473150,473705,0.04864864864864865,1,473427
176,473418,474093,0.05185185185185185,7,473755
177,473523,473984,0.07592190889370933,3,473753
178,473615,473912,0.11784511784511785,2,473763
179,475707,476178,0.07430997876857749,8,475942
180,475803,475978,0.19428571428571428,3,475890
