,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,7783,7962,0.13966480446927373,4,7872
1,11999,12136,0.1897810218978102,1,12067
2,13988,14219,0.11255411255411256,1,14103
3,13988,14223,0.1276595744680851,2,14105
4,16077,16283,0.16019417475728157,2,16180
5,16084,16283,0.135678391959799,2,16183
6,18574,18744,0.17647058823529413,1,18659
7,18580,18744,0.18292682926829268,1,18662
8,26682,26937,0.13333333333333333,2,26809
9,26688,26937,0.11244979919678715,2,26812
10,27204,27348,0.2013888888888889,2,27276
11,28188,28368,0.1388888888888889,1,28278
12,41561,41943,0.06806282722513089,1,41752
13,44591,45599,0.030753968253968252,4,45095
14,44591,45610,0.03042198233562316,4,45100
15,44692,45708,0.03051181102362205,2,45200
16,53621,53787,0.21686746987951808,1,53704
17,53631,53787,0.16666666666666666,1,53709
18,59161,59362,0.16417910447761194,3,59261
19,69172,69369,0.09644670050761421,1,69270
20,69701,70419,0.06128133704735376,8,70060
21,69827,70016,0.14285714285714285,2,69921
22,69912,70562,0.06769230769230769,8,70237
23,70335,70598,0.13688212927756654,5,70466
24,71255,71671,0.0985576923076923,6,71463
25,71270,71423,0.20915032679738563,1,71346
26,71285,71658,0.10991957104557641,4,71471
27,71300,71629,0.12462006079027356,3,71464
28,71407,71610,0.1330049261083744,2,71508
29,73256,73478,0.14864864864864866,2,73367
30,73692,73897,0.16585365853658537,1,73794
31,75046,75320,0.0948905109489051,1,75183
32,75230,75527,0.09427609427609428,1,75378
33,77587,77755,0.16666666666666666,1,77671
34,83484,83609,0.216,1,83546
35,86832,87046,0.19158878504672897,2,86939
36,88980,89100,0.4083333333333333,3,89040
37,88980,89110,0.3769230769230769,3,89045
38,101310,101533,0.11659192825112108,2,101421
39,104748,104890,0.19718309859154928,1,104819
40,108490,108726,0.18220338983050846,3,108608
41,108504,108726,0.19369369369369369,3,108615
42,108851,108977,0.20634920634920634,2,108914
43,109200,110222,0.03228962818003914,11,109711
44,109524,110513,0.033367037411526794,8,110018
45,109910,110921,0.03560830860534125,10,110415
46,109910,110924,0.03550295857988166,10,110417
47,110146,110856,0.05070422535211268,6,110501
48,110764,111103,0.10619469026548672,4,110933
49,110784,110957,0.1676300578034682,3,110870
50,111488,112374,0.04853273137697517,2,111931
51,112606,113036,0.07674418604651163,2,112821
52,112861,113331,0.10851063829787234,7,113096
53,113011,113228,0.2350230414746544,3,113119
54,113710,114017,0.08143322475570032,1,113863
55,115136,115739,0.04975124378109453,4,115437
56,115444,115689,0.10204081632653061,1,115566
57,116545,116678,0.19548872180451127,1,116611
58,116721,116982,0.15708812260536398,2,116851
59,117375,117494,0.20168067226890757,1,117434
60,118377,118537,0.20625,2,118457
61,122944,123107,0.15337423312883436,1,123025
62,132550,133043,0.06693711967545639,5,132796
63,142586,142749,0.24539877300613497,3,142667
64,142596,142749,0.26143790849673204,3,142672
65,147071,148089,0.04223968565815324,5,147580
66,147600,148382,0.054987212276214836,5,147991
67,153662,154486,0.038834951456310676,4,154074
68,165725,166108,0.0783289817232376,4,165916
69,165823,166023,0.15,3,165923
70,175632,175770,0.21014492753623187,3,175701
71,186171,186389,0.11467889908256881,2,186280
72,186849,187343,0.05263157894736842,2,187096
73,189791,189926,0.18518518518518517,1,189858
74,195716,196166,0.06666666666666667,2,195941
75,195833,196142,0.08414239482200647,1,195987
76,205763,205894,0.2366412213740458,1,205828
77,205768,205894,0.20634920634920634,1,205831
78,215801,216136,0.07462686567164178,1,215968
79,232377,232490,0.19469026548672566,2,232433
80,232607,232804,0.15228426395939088,1,232705
81,236969,237113,0.2361111111111111,2,237041
82,239005,239180,0.13142857142857142,1,239092
83,247363,247506,0.18181818181818182,1,247434
84,282023,282269,0.13821138211382114,2,282146
85,282023,282273,0.136,2,282148
86,283120,283561,0.07482993197278912,4,283340
87,289346,289821,0.07578947368421053,6,289583
88,290024,290163,0.26618705035971224,2,290093
89,292112,292235,0.25203252032520324,2,292173
90,293566,293723,0.1592356687898089,1,293644
91,294460,294645,0.15135135135135136,4,294552
92,305709,305894,0.13513513513513514,2,305801
