,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,27835,27989,0.16233766233766234,1,27912
1,167073,167247,0.19540229885057472,6,167160
2,525377,525553,0.17613636363636365,1,525465
3,532277,532427,0.17333333333333334,2,532352
4,619425,619641,0.16203703703703703,3,619533
5,727233,727409,0.19318181818181818,2,727321
6,735713,735918,0.15121951219512195,1,735815
7,1024940,1025111,0.15204678362573099,1,1025025
8,1063191,1063313,0.14754098360655737,1,1063252
9,1091083,1091205,0.14754098360655737,1,1091144
10,1250799,1250932,0.21804511278195488,7,1250865
11,1803986,1804108,0.14754098360655737,1,1804047
12,1815138,1815260,0.14754098360655737,1,1815199
13,1931668,1931873,0.15121951219512195,1,1931770
14,2056277,2056494,0.12903225806451613,2,2056385
15,2240254,2240477,0.11210762331838565,1,2240365
16,2816249,2816400,0.16556291390728478,2,2816324
17,2816556,2816692,0.45588235294117646,1,2816624
18,2816566,2816692,0.49206349206349204,1,2816629
19,2816570,2816680,0.45454545454545453,1,2816625
20,2859170,2859293,0.23577235772357724,2,2859231
21,3092796,3092941,0.2482758620689655,2,3092868
22,3261873,3262014,0.19148936170212766,2,3261943
23,3261873,3262044,0.21052631578947367,3,3261958
24,4158049,4158193,0.1875,1,4158121
25,4562792,4562978,0.14516129032258066,1,4562885
