,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,8792,8937,0.1724137931034483,1,8864
1,12532,12715,0.14754098360655737,1,12623
2,31389,31578,0.13227513227513227,2,31483
3,43659,44261,0.054817275747508304,5,43960
4,56257,56467,0.16666666666666666,3,56362
5,57393,57915,0.05172413793103448,2,57654
6,59651,59801,0.14,1,59726
7,62901,63899,0.028056112224448898,5,63400
8,63368,64384,0.027559055118110236,5,63876
9,63869,64889,0.04215686274509804,4,64379
10,63874,64889,0.042364532019704436,4,64381
11,64861,65263,0.08208955223880597,9,65062
12,64912,65125,0.1267605633802817,7,65018
13,68339,68704,0.07123287671232877,2,68521
14,69800,70044,0.11885245901639344,1,69922
15,77321,77642,0.1526479750778816,2,77481
16,77364,77591,0.15859030837004406,2,77477
17,78162,78331,0.15976331360946747,1,78246
18,89207,89859,0.04294478527607362,5,89533
19,98969,99906,0.05656350053361793,6,99437
20,99123,99785,0.07401812688821752,5,99454
21,99136,99785,0.060092449922958396,5,99460
22,99309,99685,0.07446808510638298,2,99497
23,99309,99690,0.07349081364829396,2,99499
24,114607,115033,0.08450704225352113,6,114820
25,120180,120304,0.1532258064516129,1,120242
26,132121,132534,0.06779661016949153,1,132327
27,133212,133425,0.12206572769953052,1,133318
28,135202,135538,0.08928571428571429,3,135370
29,138020,138265,0.10204081632653061,1,138142
30,138462,138664,0.16336633663366337,2,138563
31,161615,162180,0.06017699115044248,6,161897
32,167390,167548,0.18354430379746836,1,167469
33,170467,170750,0.05653710247349823,1,170608
34,170973,171605,0.06487341772151899,5,171289
35,170995,171370,0.10933333333333334,5,171182
36,173505,173720,0.14418604651162792,4,173612
37,174760,175344,0.05821917808219178,5,175052
38,174816,175219,0.08188585607940446,2,175017
39,176238,176921,0.04538799414348463,5,176579
40,182580,182743,0.27607361963190186,2,182661
41,192980,193244,0.13257575757575757,1,193112
42,194140,194439,0.07357859531772576,1,194289
43,196945,197121,0.23863636363636365,2,197033
44,196945,197698,0.055776892430278883,2,197321
45,203394,203538,0.2569444444444444,2,203466
46,207704,207866,0.16666666666666666,2,207785
47,209592,209765,0.1676300578034682,1,209678
48,216025,216811,0.03689567430025445,1,216418
49,217114,217554,0.056818181818181816,3,217334
50,218929,219250,0.12461059190031153,3,219089
51,221675,221852,0.1864406779661017,2,221763
52,227375,227884,0.07072691552062868,4,227629
53,227590,227816,0.13716814159292035,1,227703
54,231986,232335,0.07736389684813753,3,232160
55,238004,238128,0.27419354838709675,1,238066
56,239756,239991,0.09361702127659574,1,239873
57,241109,241363,0.1062992125984252,2,241236
58,245668,245875,0.12077294685990338,3,245771
59,246125,246457,0.08734939759036145,1,246291
60,246343,246463,0.21666666666666667,1,246403
61,258498,258624,0.21428571428571427,1,258561
62,264964,265159,0.1282051282051282,1,265061
63,266289,266535,0.12601626016260162,4,266412
64,266335,266508,0.14450867052023122,3,266421
65,267091,267317,0.11946902654867257,2,267204
66,267228,267424,0.1326530612244898,2,267326
67,273288,273596,0.11038961038961038,5,273442
68,273329,273568,0.14225941422594143,4,273448
69,279372,279572,0.115,3,279472
70,283574,283884,0.13225806451612904,2,283729
71,283578,283884,0.12091503267973856,2,283731
72,283753,284140,0.08785529715762273,1,283946
73,283795,284100,0.11147540983606558,1,283947
74,285793,286211,0.06698564593301436,3,286002
75,291329,291474,0.1793103448275862,1,291401
76,299847,300095,0.10080645161290322,2,299971
77,309061,309252,0.15706806282722513,3,309156
78,309613,309831,0.12385321100917432,1,309722
79,310004,310243,0.11297071129707113,1,310123
80,311430,311808,0.06613756613756613,1,311619
81,312175,312641,0.06223175965665236,2,312408
82,313093,314035,0.03184713375796178,8,313564
83,313685,314247,0.046263345195729534,5,313966
84,316693,316866,0.2774566473988439,1,316779
85,324297,324515,0.0779816513761468,1,324406
86,330633,331031,0.11055276381909548,1,330832
87,331668,332314,0.04953560371517028,5,331991
88,332579,332985,0.08866995073891626,3,332782
89,332771,333017,0.12601626016260162,2,332894
90,346732,346897,0.2545454545454545,2,346814
91,348257,348495,0.16806722689075632,2,348376
92,373511,373689,0.1404494382022472,2,373600
93,375201,375388,0.13903743315508021,1,375294
94,376177,376812,0.04566929133858268,2,376494
95,377168,377323,0.2064516129032258,1,377245
96,377174,377323,0.174496644295302,1,377248
97,379152,379279,0.25984251968503935,1,379215
98,379152,379293,0.23404255319148937,1,379222
99,386041,386186,0.1793103448275862,1,386113
100,387644,388521,0.03078677309007982,1,388082
101,395727,396035,0.08116883116883117,4,395881
102,397995,398576,0.055077452667814115,4,398285
103,406968,407421,0.059602649006622516,2,407194
104,411058,411223,0.15151515151515152,1,411140
105,414004,414297,0.08873720136518772,1,414150
106,417288,417466,0.14606741573033707,1,417377
107,417579,417916,0.10089020771513353,7,417747
108,417580,417898,0.1069182389937107,6,417739
109,417604,417829,0.07555555555555556,1,417716
110,417604,417850,0.13821138211382114,2,417727
111,419292,419591,0.08361204013377926,1,419441
112,428161,429076,0.06448087431693988,3,428618
113,428620,429315,0.08489208633093526,2,428967
114,428700,429324,0.09455128205128205,2,429012
115,428723,429129,0.12807881773399016,1,428926
116,428743,429125,0.08376963350785341,1,428934
117,433828,433998,0.38823529411764707,2,433913
118,435638,436019,0.08923884514435695,3,435828
119,441794,442206,0.06796116504854369,2,442000
120,441817,442830,0.03356367226061204,3,442323
121,441854,442044,0.1368421052631579,2,441949
122,443612,444460,0.03537735849056604,3,444036
123,461001,461194,0.12953367875647667,2,461097
124,464993,466006,0.03060217176702863,3,465499
125,465590,465789,0.15577889447236182,1,465689
126,466667,467019,0.07102272727272728,1,466843
127,471375,471513,0.18115942028985507,1,471444
128,480015,480133,0.2966101694915254,2,480074
129,480019,480133,0.2719298245614035,2,480076
130,484543,485075,0.06766917293233082,3,484809
131,484725,485729,0.035856573705179286,4,485227
132,492597,492875,0.10431654676258993,1,492736
133,494603,495184,0.058519793459552494,3,494893
134,501322,502144,0.04744525547445255,3,501733
135,501358,502207,0.04240282685512368,4,501782
136,501464,502126,0.0377643504531722,1,501795
137,502580,502794,0.12149532710280374,2,502687
138,507596,507935,0.07964601769911504,3,507765
139,514224,514541,0.11356466876971609,2,514382
140,516593,516799,0.1262135922330097,2,516696
141,517414,517638,0.19196428571428573,2,517526
142,525045,525468,0.06855791962174941,3,525256
143,527312,527501,0.13756613756613756,1,527406
144,532377,532518,0.18439716312056736,1,532447
145,532990,533539,0.04553734061930783,1,533264
146,547524,548122,0.04180602006688963,1,547823
147,551621,551803,0.16483516483516483,1,551712
148,565293,565575,0.09219858156028368,1,565434
149,570814,571099,0.16842105263157894,7,570956
