,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,32780,32934,0.16233766233766234,1,32857
1,101348,101505,0.1910828025477707,5,101426
2,179618,179893,0.10909090909090909,7,179755
3,267505,267879,0.10427807486631016,11,267692
4,269390,269611,0.11312217194570136,2,269500
5,270101,270631,0.062264150943396226,4,270366
6,274351,274769,0.08133971291866028,2,274560
7,417062,417207,0.1793103448275862,1,417134
8,617614,617850,0.11016949152542373,2,617732
9,618287,618467,0.14444444444444443,1,618377
10,620074,620507,0.06466512702078522,3,620290
11,674219,674394,0.18857142857142858,2,674306
12,703570,703746,0.17613636363636365,1,703658
13,710385,710545,0.1625,2,710465
14,809214,809361,0.17687074829931973,1,809287
15,923627,924078,0.08425720620842572,8,923852
16,923770,924021,0.11952191235059761,4,923895
17,923816,924021,0.14634146341463414,3,923918
18,1191134,1191322,0.18085106382978725,1,1191228
19,1199773,1199961,0.19680851063829788,4,1199867
20,1208318,1208722,0.11633663366336634,3,1208520
21,1208452,1208655,0.12807881773399016,1,1208553
22,1285650,1286663,0.054294175715695954,16,1286156
23,1285650,1286671,0.05386875612144956,16,1286160
24,1285875,1286706,0.056558363417569195,10,1286290
25,1285875,1286719,0.05568720379146919,10,1286297
26,1285894,1286706,0.05788177339901478,9,1286300
27,1286315,1286734,0.11217183770883055,8,1286524
28,1286342,1286727,0.12207792207792208,5,1286534
29,1286457,1286687,0.12173913043478261,3,1286572
30,1296221,1296380,0.16352201257861634,2,1296300
31,1563881,1564096,0.12558139534883722,3,1563988
32,1563959,1564109,0.16666666666666666,1,1564034
33,1564155,1564341,0.13978494623655913,4,1564248
34,1572018,1572198,0.21666666666666667,1,1572108
35,1575234,1575588,0.07627118644067797,2,1575411
36,1751720,1751857,0.1897810218978102,1,1751788
37,1782351,1782566,0.12558139534883722,3,1782458
38,1782429,1782579,0.16666666666666666,1,1782504
39,1782625,1782811,0.13978494623655913,4,1782718
40,1787441,1787557,0.2413793103448276,4,1787499
41,1790489,1790669,0.21666666666666667,1,1790579
42,1793543,1793897,0.07627118644067797,2,1793720
43,1799815,1800253,0.10730593607305935,5,1800034
44,1799833,1800252,0.11217183770883055,4,1800042
45,1799842,1800246,0.11633663366336634,4,1800044
46,1799976,1800179,0.12807881773399016,1,1800077
47,1949649,1949864,0.12558139534883722,3,1949756
48,1949727,1949877,0.16666666666666666,1,1949802
49,1949923,1950109,0.13978494623655913,4,1950016
50,1957796,1957976,0.21666666666666667,1,1957886
51,1960849,1961231,0.07329842931937172,4,1961040
52,1969333,1969742,0.11491442542787286,7,1969537
53,1969342,1969738,0.11868686868686869,5,1969540
54,1969476,1969676,0.13,1,1969576
55,2046606,2046842,0.11016949152542373,2,2046724
56,2047279,2047532,0.10276679841897234,1,2047405
57,2161376,2161695,0.09717868338557993,4,2161535
58,2212099,2212436,0.09198813056379822,5,2212267
59,2212103,2212409,0.10130718954248366,4,2212256
60,2220012,2220366,0.07627118644067797,2,2220189
61,2223364,2223512,0.16891891891891891,1,2223438
62,2226525,2226641,0.2413793103448276,4,2226583
63,2231271,2231457,0.13978494623655913,4,2231364
64,2231503,2231653,0.16666666666666666,1,2231578
65,2231516,2231731,0.12558139534883722,3,2231623
66,2641752,2641879,0.2047244094488189,1,2641815
67,2671225,2671662,0.10755148741418764,5,2671443
68,2671231,2671635,0.11633663366336634,4,2671433
69,2671298,2671501,0.12807881773399016,1,2671399
70,2679379,2679571,0.24479166666666666,3,2679475
71,2679383,2679571,0.25,3,2679477
72,2688021,2688209,0.18085106382978725,1,2688115
73,2897309,2897719,0.11463414634146342,7,2897514
74,2897310,2897710,0.1175,5,2897510
75,2897373,2897576,0.12807881773399016,1,2897474
76,2905448,2905640,0.24479166666666666,3,2905544
77,2905452,2905640,0.25,3,2905546
78,2911906,2912048,0.2323943661971831,2,2911977
79,4009743,4009884,0.19148936170212766,2,4009813
80,4009743,4009914,0.1695906432748538,4,4009828
81,4269557,4269805,0.11290322580645161,3,4269681
82,4506213,4506360,0.17687074829931973,1,4506286
83,4627707,4627845,0.2028985507246377,1,4627776
84,4930208,4930355,0.17687074829931973,1,4930281
85,4950302,4950520,0.14678899082568808,1,4950411
86,4950302,4950563,0.12260536398467432,1,4950432
87,5067082,5067561,0.10647181628392484,10,5067321
88,5067176,5067624,0.09151785714285714,10,5067400
89,5067244,5067761,0.05222437137330754,4,5067502
