,Start_x_,End_x_,Overlap_max,Overlap_count,Middle_x
0,28405,28578,0.14450867052023122,1,28491
1,360285,360430,0.1793103448275862,1,360357
2,523817,524049,0.11206896551724138,2,523933
3,524481,524788,0.08469055374592833,1,524634
4,621913,622089,0.17613636363636365,1,622001
5,628914,629064,0.17333333333333334,2,628989
6,730787,730934,0.17687074829931973,1,730860
7,1037018,1037189,0.15204678362573099,1,1037103
8,1253993,1254126,0.21804511278195488,7,1254059
9,1326445,1326638,0.13989637305699482,5,1326541
10,2017069,2017196,0.2047244094488189,1,2017132
11,2217459,2217682,0.11210762331838565,1,2217570
12,2895148,2895271,0.3089430894308943,2,2895209
13,3270380,3270521,0.19148936170212766,2,3270450
14,3270380,3270551,0.1695906432748538,4,3270465
15,3728052,3728192,0.3,2,3728122
16,3841248,3841386,0.2028985507246377,1,3841317
17,4516060,4516209,0.18120805369127516,2,4516134
18,4596496,4596608,0.24107142857142858,1,4596552
